index,text,label
242,I didn  t know what I was doing  or even if there was a market  and basically six weeks later we got a check for  60  000  so that was it  this is my new business ,1
243,The Super Bowl will air Friday night  and your money is safe if you take Green Bay and lay the 14 points ,1
244,Apple has also already been talking to the bank that will be required to make the system work  reports indicate ,1
245,"Now a mental health ambassador  he has spoken openly about his illness and the importance of bringing the issue into the public eye                                                
",1
246,We talk a lot about women who have restaurants  because it is very hard for a woman in Italy to have 10 men in the kitchen who work for her  he said ,1
247,The reality is single people have far less sex than married people do  even those who  ve been together for a long time ,1
248,That might have contributed to the injury problems that I have had  but it  s one part of my make  up I don  t want to change ,1
249,She  s been so dominant at the Australian Open this year  in fact  she  s reached the final without losing a set  something she  s never achieved in 15 previous appearances ,1
250,But the eye of the storm was China  where the main index in Shanghai lost 19  of its value in the same period ,1
251,So how much has Trump  who claims to have a net worth of  10 billion  actually invested into his political campaign ,1
252,Not taking away from the men  but it gives us a chance to show we  re just as good at the job and we all get along and have a laugh  so it  s all good ,1
253,With the nuclear deal finished  Kerry has turned his attention to finding a political solution to end the civil war in Syria ,1
254,Given how we have supported our allies with terrorism  we should expect them to support us in dealing with state  sponsored terror such as this ,1
255,Bloomberg  who served as the mayor of New York from 2002  2013  has said repeatedly he would not run for president ,1
256,A Syrian opposition official says the main opposition group is staying away from peace talks until they get a response to their demands from the United Nations ,1
257,To date  the state government has successfully managed to pool together 33  000 of the required 35  000 acres of land for the new capital ,1
258,I  d like to get the world record ever  make sure no  one  s going to break it  get as many as possible ,1
259,She said   When you make a resolution to do something other than what deeply feels comfortable for you  it  s unlikely that you  re going to do it ,1
260,The world  s biggest health care product company said on Tuesday that net income was  3 ,1
261,2 billion  or  1 ,1
262,15 per share  for the period ,1
263,The governor declared a state of emergency Saturday throughout New York City and its suburbs during the storm that moved through the area with high wind and heavy snow ,1
264,Under my leadership I want everyone to have their plans and their own ideas and be able to feel comfortable to come with me no matter what the situation of the game ,1
265,Not always  no  I  ve felt guilty a lot of my life that I  m the one here ,1
266,By the end of 2015 it is thought more than 700 people had left the UK to join Islamic State ,1
267,Many of the subjects shot so far are such incredible  looking humans  amazing  looking individuals from all walks of life ,1
268,That means their names won  t be on the ballot when voters go to the polls in those states ,1
269,It does matter  it does matter are you going to be ready when you sit in that chair on the very first day ,1
270,Since 2011 there has been a fall in total cancer death rates in the EU of eight per cent in men and three per cent in women ,1
271,I say to you  Mr Cameron  that if you as a British citizen value freedom and if you value human life  then please imagine Ali as your son and ask yourself what would you do ,1
272,The woman  s mother told of how the couple began dating three and a half years ago and were engaged at one point ,1
273,A book about work and about love  and the mountains that can be moved when those two things come together ,1
274,The report stated that lower  grade staff are better paid than their counterparts in the rest of the UK  although the reverse is true for those among the upper ranks ,1
275,While she insisted she does not worry too much about her world ranking  she admitted her one concern would be to be ranked high enough to make the Olympics ,1
276,We just try to get the wins each week and keep on backing up leading up until the back end of the season ,1
277,One of Google  s biggest British shareholders called on the company to pay  much more  in British taxes and said it was in the firm  s own interest to pay a  decent  rate of tax ,1
278,If you sign in pre  season  you still have six weeks until the league season starts but now I know that I  m ready to play on Tuesday ,1
279,However  many schools don  t feel as confident as Smith in handling the duty imposed on them by the government  and may instead prefer to avoid discussion ,1
280,I am disappointed that we were not more successful these past few seasons  but we are committed to doing what is necessary to give our fans the winning team they deserve ,1
281,With thousands of flights cancelled  it will take time too before air travel on the east coast returns to normal ,1
282,She was just an incredible partner and really helped us get a lot of people to be in the movie  and was kind enough to be in the movie ,1
283,Earlier this week  Belgian authorities announced they had arrested two men suspected of planning to stage attacks in Brussels over the holidays ,1
284,The fine is paid  the cost is charged to the client or union members and then the conduct is repeated again and again  she said ,1
285,"I think we work already well together  but I think we need more men  both local and federal  to fight the terrorist threat                                            
",1
286,If a technology does not make a customer  s life easier  better  safer or more fun  we don  t use it ,1
287,I get six hours a day of my life back  which will be amazing and I  ll be able to do lots of things ,1
288,So I just wanted to make a very personal statement about an amazing country but a country that can be better and whose people can command that it do better ,1
289,This is in contrast with other countries with high smartphone ownership  where the overwhelming majority sell their old phones for cash or exchange them ,1
290,It  s something I have really enjoyed and learned a lot from  he  s a really fantastic person for me to learn from a coaching perspective ,1
291,The Met Office predicted that 2015 would be between 0 ,1
292,52 and 0 ,1
293,76 above the long  term average ,1
294,It took six days to get that done and all that  in effect  was done was the establishment of this group ,1
295,He said   I can understand that when you don  t score  people can be worried  but we have enough quality ,1
296,But  the cold weather has also brought some incredible scenes of beauty  and the video above is another example of this ,1
297,If they find a door or window left open I think people would want officers to check everything is OK at that address and not to just walk on by ,1
298,I stopped my mortgage monthly payments as soon as I moved out but still had payments for my life insurance  ground rent and service charge going through ,1
299,On the Republican side  the Iowa poll shows Ted Cruz leading Donald Trump by four points  but Trump has a 16  point lead in New Hampshire ,1
300,There comes a point when most of the people you really love are dead  but it doesn  t make them any less real ,1
301,It is very expensive  major surgery can cost  20  000 and drugs can run into the thousands ,1
302,For the amount of money that  s being invested in it  it doesn  t seem to solve any problems  it just creates them ,1
303,Then for Andy to have to deal with all the other stuff  it was always going to be a big ask ,1
304,A man has been charged over an alleged armed robbery following a citizen  s arrest in Sydney  s west ,1
305,The best advice I  ve ever been given is always to put your name and contact details inside your case as well as on a label on the outside ,1
306,"Cardiff City are determined to hold on to their best players despite interest from other clubs  according to assistant manager Scott Young                                                  
",1
307,"This is the best the club  s been in my time here  from the chairman down  he adds                                                    
",1
308,People have to remember this report is based on 2011 data  so it doesn  t reflect the world of 2016  said the MP ,1
309,The Islamic State group has been blamed for three bombings in Turkey in the past year  including an attack in Ankara that killed more than 100 people ,1
310,But the company has plenty of reasons to make sure cars are rolling off the line not just quickly  but safely ,1
311,I  ve seen a lot of him this season and he has struggled but it  s not his work  rate that is letting him down or attitude or confidence in making himself available ,1
312,A turning point came  however  through a conversation with a state health official who reached out  asking how she had come to her findings ,1
313,I  ve never really wanted to drink it though  and according to friends it  s probably safer for everyone that I never try ,1
314,Sometimes it does get bad  it is at its worst in the summer but it certainly hasn  t gone ,1
315,If you wait until late summer  end of summer  to then roll out what you believe in and what your agenda is  I think it  s too late ,1
316,U ,1
317,S ,1
318,Navy crew members assist in search  and  rescue operations in the Indian Ocean on March 16  2014 ,1
319,The unemployment rate was 7 ,1
320,6  in May 2013  compared to 5  in November  the last month for which data is available ,1
321,That  s one area that interests me most  getting kids involved in sport  it doesn  t matter what it is ,1
322,A lot of people have shared my post on social media  so I hope the person who did this will hand themselves in ,1
323,The French leader defended proposed constitutional changes to support a crackdown on militants following November  s deadly Islamist attacks in Paris  which killed 130 people ,1
324,Then on Wednesday  the Los Angeles city attorney  s office announced that two men would be the first to face criminal charges under the city  s new drone restrictions ,1
325,So we started to think  How can we can create an environment so that the audience can enjoy air that is as good as Europe while watching a film ,1
326,President Obama said in an interview released Monday that Sen ,1
327,"Bernie Sanders  rising popularity in the 2016 Democratic race is not the same as his own rise in the 2008 presidential race                            
",1
328,How can they claim  300 a day but fail to contribute to our democratic process ,1
329,it asks ,1
330,Just a day after Apple announced that it made more money in the last quarter of 2015 than any company before it  Samsung has unveiled its own earnings ,1
331,He cannot immediately recall how many places he has lived in during that time but it turns out it is 32 cities  in 23 countries ,1
332,And adding three new governor seats to a board of 51  as was announced by the Academy on Friday  feels like too little and way too late ,1
333,David Cameron has been asked to step  in and save Britain  s world  leading police unit dedicated to wildlife crime  amid fears that it could fall victim to Government spending cuts ,1
334,But now it  s the point where I have to look  at  what  s going on with my career ,1
335,This is a kid with an extremely bright future  probably one of the best football players I  ve ever played with ,1
336,"Having a family to support you and keep you positive through all of the ups and down  that  s the answer                                                  
",1
337,One thing you  ve got to understand is there is a lot of risk  Thompson said in conversations with voters ,1
338,The first  trend  is about zero emissions  obviously  there we are  talking about electric cars and fuel cells ,1
339,I think it  s important for girls to know that everyone goes through these struggles  so don  t feel alone ,1
